EmployeeID,DateOfHire,DateOfBirth,Age ,Age Group,Gender,Salary Category,Department,Experience Level,JobTitle,Employment Status,SupervisorID,SupervisorName,SupervisorLevel,ProjectsAssigned,ProjectsCompleted,PerformanceRating,Salary,Bonus,YearsAtCompany,YearsInCurrentRole,TrainingHours,OvertimeHours,Absences,HireSource,EmployeeEngagementScore,TerminationDate,ReasonForLeaving,LastPromotionDate,SeniorLeader,TeamSize,PromotionCount,WorkFromHomeDays,PerformanceImprovementPlan,YearsSinceLastTraining,JobSatisfactionScore,RetentionRisk,DiversityCategory,SkillsAssessmentScore,RecruitmentCost,TimeToFillPosition,InternalPromotion,WorkHoursPerWeek,StressLevelScore
4546,09-06-2024,07-09-1981,44,Mid Age,Male,Medium,Sales,Mid Level,Furniture designer,Terminated,654,Michelle Lee,Director,4,19,1,58864.71,15370.59,5,0,52,45,6,Job Board,4.68,15-11-2024,Retirement,No Promotion ,Thomas G,13,2,15,Yes,4,1.14,Low,Non-Diverse,58.56,9133.77,56,Yes,34,2.52
4547,13-09-2022,28-10-1992,33,Mid Age,Female,Medium,IT,Mid Level,Medical laboratory scientific officer,Terminated,320,Jermaine Alvarez III,Manager,5,18,2,32352.2,16245.69,3,8,79,11,11,Job Board,1.01,02-07-2024,Layoff,02-07-2024,Arun S,39,1,9,No,4,3.45,Medium,Diverse,63.22,9785.68,16,Yes,37,8.6
4548,30-07-2015,26-06-1988,37,Mid Age,Female,High,Marketing,Fresher,Public relations officer,Active,718,Andrew Rollins,Director,3,2,1,93311.91,4242.99,2,3,34,7,12,Walk-in,2.02,Active Employee,Still Working ,No Promotion ,Patrick,33,1,0,Yes,0,4.28,Low,Non-Diverse,98.45,5756.33,46,No,54,4.64
4549,05-12-2021,01-06-1993,32,Mid Age,Female,Medium,IT,Senior,"Geneticist, molecular",Terminated,764,Madeline Christensen,Manager,8,2,3,36539.73,157.45,6,3,19,11,6,Walk-in,3.58,01-03-2023,Retirement,18-08-2024,Patrick,19,3,20,Yes,5,4.18,Low,Non-Diverse,55.21,1067.44,38,Yes,59,6.51
4550,12-10-2022,08-03-1973,53,Senior,Male,Medium,HR,Senior,Ship broker,On Leave,935,Kelsey Garza,Director,0,8,1,53429.54,15815.59,9,6,100,42,5,Recruiter,2.53,Active Employee,Still Working ,No Promotion ,Thomas G,11,4,14,Yes,4,2.74,High,Diverse,97.47,3939.74,29,No,57,9.84
4551,20-03-2024,17-07-1995,30,Mid Age,Female,Medium,HR,Senior,Energy engineer,Active,126,Gina Bennett,VP,9,4,4,54234.65,2946.77,8,1,16,6,20,Referral,2.67,Active Employee,Still Working ,02-06-2024,Patrick,38,4,20,Yes,4,4.65,Low,Non-Diverse,86.18,8486.8,39,No,38,2.98
4552,04-09-2018,21-02-1962,64,Senior,Non-Binary,High,HR,Mid Level,Comptroller,On Leave,47,Robert James,Manager,15,9,3,90294.25,525.16,5,6,90,20,15,Walk-in,3.71,Active Employee,Still Working ,14-11-2019,Patrick,45,1,9,Yes,2,1.07,High,Diverse,77.21,6317.49,13,Yes,50,3.12
4553,23-12-2018,06-04-1959,67,Senior,Female,High,HR,Fresher,Mudlogger,Terminated,381,Mary Robinson,Director,15,15,4,111532.45,9294.83,2,7,78,34,0,Referral,2.8,17-08-2019,Retirement,22-12-2021,Arun S,6,5,8,No,5,2.38,Low,Non-Diverse,93.14,8799.63,55,No,45,7.74
4554,19-09-2016,12-07-2006,19,Young,Male,Medium,Marketing,Senior,Trade union research officer,On Leave,606,Cynthia Irwin,Manager,2,10,4,52285.9,4564.64,8,5,60,17,4,Recruiter,1.62,Active Employee,Still Working ,No Promotion ,Patrick,20,5,5,Yes,4,1.01,High,Non-Diverse,56.84,3470.28,18,Yes,60,2.32
4555,01-09-2022,16-01-1963,63,Senior,Male,Medium,Finance,Senior,Advertising art director,On Leave,874,Stephanie Spencer,VP,11,3,4,38991.45,16997.82,8,1,26,17,13,Recruiter,4.26,Active Employee,Still Working ,No Promotion ,Thomas G,49,4,0,Yes,1,3.68,Low,Diverse,94.03,1302.44,35,No,33,7.64
4556,11-02-2019,17-03-2005,21,Young,Non-Binary,Medium,Marketing,Senior,Acupuncturist,Terminated,715,Christian Perry,Director,1,9,2,69338.36,10244.31,8,1,72,43,7,Walk-in,3.39,07-09-2022,Retirement,02-04-2023,Arun S,24,1,9,No,5,2.64,Low,Non-Diverse,96.79,3273.06,20,Yes,46,8.71
4557,17-09-2022,24-01-1988,38,Mid Age,Non-Binary,Medium,Marketing,Fresher,Industrial buyer,Active,835,Angela Fleming,Manager,20,6,4,56325.52,14359.82,0,8,68,15,5,Referral,1.22,Active Employee,Still Working ,01-10-2022,Patrick,9,5,11,No,2,4.66,Medium,Diverse,81.81,9503.74,8,No,56,5.25
4558,10-12-2024,24-12-1960,65,Senior,Non-Binary,High,HR,Mid Level,Building control surveyor,Terminated,224,Jennifer Hays,Manager,20,3,3,77078,19307.34,4,8,22,39,6,Walk-in,4.17,26-12-2024,None,16-01-2025,Patrick,36,1,19,No,5,1.02,High,Non-Diverse,60.45,7140.51,5,No,34,2.56
4559,10-02-2015,15-04-1977,49,Senior,Non-Binary,Medium,IT,Fresher,"Engineer, energy",On Leave,710,David Richmond,VP,12,14,2,66560.5,13757.7,2,4,5,26,15,Job Board,1.82,Active Employee,Still Working ,02-04-2020,Thomas G,44,3,6,No,0,4.5,Low,Diverse,96.57,9470.96,53,No,34,6.76
4560,12-09-2016,22-05-1991,35,Mid Age,Non-Binary,High,Sales,Senior,Patent attorney,Active,255,Jacob Crawford,Director,20,4,1,116247.96,6202.71,8,3,4,19,13,Walk-in,3.17,Active Employee,Still Working ,15-02-2020,Patrick,48,0,3,No,0,4.47,Medium,Diverse,60.9,6362.05,23,No,45,9.29
4561,13-09-2021,31-07-1997,28,Young,Male,Medium,Finance,Senior,Television/film/video producer,Active,946,Susan Miller,VP,2,18,3,60402.93,2203.38,6,1,48,12,13,Recruiter,1.7,Active Employee,Still Working ,16-09-2024,Thomas G,40,5,16,No,2,1.61,Low,Non-Diverse,71.96,6025.82,28,No,50,1.27
4562,06-03-2024,30-03-1994,32,Mid Age,Non-Binary,High,HR,Mid Level,Company secretary,Terminated,187,Dr. Mary David,Director,2,7,3,108908.57,10972.17,5,8,8,10,16,Referral,1.52,09-09-2024,Retirement,No Promotion ,Arun S,10,5,18,No,4,2,Medium,Diverse,84.05,9901.74,46,No,52,6.3
4563,13-04-2020,15-09-1994,31,Mid Age,Male,Medium,Finance,Mid Level,Geophysical data processor,Terminated,234,Jamie Herrera,Director,14,18,4,68058.43,17840.97,5,6,71,42,14,Walk-in,4.37,01-09-2022,Layoff,11-03-2022,Patrick,23,2,17,Yes,3,3.54,High,Diverse,98.35,9261.87,14,No,57,2.01
4564,24-07-2015,15-02-1985,41,Mid Age,Male,Medium,IT,Senior,Tax inspector,Active,400,William Price,Manager,7,11,3,56699.92,1001.79,10,9,38,24,6,Referral,3.13,Active Employee,Still Working ,13-12-2024,Patrick,38,2,8,Yes,3,4.45,Medium,Non-Diverse,75.11,1406.39,13,Yes,55,9
4565,22-11-2023,14-01-2007,19,Young,Non-Binary,Medium,IT,Senior,"Producer, television/film/video",Terminated,650,Nicole Knight,Director,16,0,5,59634.74,11593,7,0,75,50,1,Walk-in,2.88,30-06-2024,Layoff,No Promotion ,Arun S,29,5,0,Yes,0,2.49,Medium,Non-Diverse,60.95,1488.98,36,Yes,40,1.53
4566,16-02-2018,14-06-1989,36,Mid Age,Female,Medium,HR,Mid Level,"Administrator, sports",Terminated,496,Jennifer Richardson,Director,2,0,2,67275.51,8501.34,5,3,9,27,16,Walk-in,1.7,15-04-2023,None,No Promotion ,Patrick,37,2,14,Yes,2,1.46,Medium,Non-Diverse,83.32,7993.93,11,Yes,52,6.64
4567,27-04-2023,03-03-1962,64,Senior,Male,Medium,HR,Senior,Press photographer,Active,949,Samantha Mays,VP,12,15,2,38903.27,9296.85,7,0,51,34,5,Recruiter,4.56,Active Employee,Still Working ,13-12-2023,Arun S,26,1,1,Yes,2,2.96,Low,Diverse,61.72,7283.53,9,No,54,6.01
4568,04-11-2023,15-07-1996,29,Young,Non-Binary,High,HR,Mid Level,"Psychologist, counselling",On Leave,803,Amanda Mueller,VP,15,11,4,108888.22,2382.93,3,0,91,19,20,Walk-in,2.88,Active Employee,Still Working ,No Promotion ,Patrick,7,1,2,Yes,3,3.57,Low,Diverse,79.88,7977.29,24,Yes,43,3.56
4569,16-11-2021,19-03-1966,60,Senior,Female,High,Marketing,Senior,Training and development officer,Terminated,643,Linda Wong,Director,1,6,1,96380.95,16197.97,9,3,21,39,13,Walk-in,4.43,19-09-2022,Layoff,30-10-2022,Arun S,16,4,14,No,2,2.71,High,Non-Diverse,62.86,9815.93,56,Yes,52,2.67
4570,25-09-2022,04-03-1980,46,Senior,Male,Medium,Marketing,Senior,Chartered legal executive (England and Wales),On Leave,496,Tiffany Townsend,Manager,9,6,2,48925.19,18589.67,7,7,93,48,20,Referral,3.79,Active Employee,Still Working ,No Promotion ,Arun S,18,5,7,Yes,1,2.45,High,Non-Diverse,77.75,2531.02,57,No,57,5.54
4571,02-07-2021,23-08-1967,58,Senior,Female,Medium,Sales,Senior,Make,On Leave,92,Cody Butler,Manager,16,4,5,51843.69,6423.54,8,9,98,37,14,Referral,2.79,Active Employee,Still Working ,01-05-2024,Patrick,17,5,2,No,4,2.8,High,Diverse,52.56,2005.65,43,Yes,33,4.75
4572,19-06-2015,23-08-1968,57,Senior,Non-Binary,Medium,Sales,Fresher,Physiological scientist,Active,2,Jerry Pearson,VP,0,15,2,61640.98,3398.84,2,4,84,5,9,Referral,1.74,Active Employee,Still Working ,26-12-2024,Thomas G,6,2,9,Yes,0,1.24,High,Diverse,86.57,2743.96,53,No,38,8.77
4573,13-06-2018,27-05-1974,51,Senior,Non-Binary,High,IT,Senior,Hydrogeologist,Terminated,82,Michael Meyers,VP,9,1,2,71028.15,6043.82,6,3,63,17,14,Walk-in,3.78,30-09-2019,Layoff,09-04-2022,Arun S,31,4,2,No,1,4.64,High,Non-Diverse,51.16,3620.63,35,No,50,3.09
4574,29-02-2024,07-05-1992,34,Mid Age,Male,Medium,Sales,Mid Level,Higher education careers adviser,Active,87,Brittany Hester,Manager,9,15,5,30084.23,9975.38,4,3,13,47,6,Referral,3.27,Active Employee,Still Working ,No Promotion ,Thomas G,43,5,3,No,2,1.57,Medium,Diverse,99.54,6890.6,14,Yes,31,3.93
4575,10-01-2025,15-08-1964,61,Senior,Female,Medium,Sales,Fresher,Patent examiner,Active,670,Tyler Little,Manager,9,16,3,33438.22,17771.66,2,7,61,8,8,Walk-in,3.67,Active Employee,Still Working ,20-01-2025,Patrick,13,5,16,No,2,4.09,High,Non-Diverse,83.53,5279.97,5,No,31,3.22
4576,14-04-2020,23-04-2003,23,Young,Non-Binary,Medium,Marketing,Mid Level,Agricultural consultant,On Leave,31,Madison Taylor,Director,3,10,2,59422.7,17556.88,3,2,32,16,13,Referral,1.3,Active Employee,Still Working ,08-10-2021,Thomas G,38,5,17,Yes,5,2.75,Medium,Non-Diverse,78.9,7086.43,13,No,33,8.16
4577,29-09-2016,07-06-1989,36,Mid Age,Male,Medium,Finance,Fresher,Systems developer,Terminated,410,Brenda Rich,VP,5,11,4,44188.92,11568.7,0,0,95,38,1,Recruiter,4.49,16-08-2022,Resignation,No Promotion ,Thomas G,8,1,3,Yes,0,3.83,High,Non-Diverse,51.81,7149.34,53,No,49,9.92
4578,12-01-2017,06-05-2002,24,Young,Female,Medium,IT,Mid Level,Computer games developer,On Leave,199,Carol Sims,Director,1,1,4,34763.39,17387.6,3,2,78,5,8,Job Board,1.8,Active Employee,Still Working ,07-11-2021,Thomas G,8,2,17,No,2,2.08,Medium,Diverse,76.56,4194.35,40,Yes,36,3.32
4579,18-08-2016,07-05-1967,59,Senior,Non-Binary,Medium,IT,Fresher,Special effects artist,Terminated,760,Amanda Russell,Manager,17,1,3,65264.51,6200.13,2,0,5,1,13,Job Board,4.81,23-02-2020,Layoff,28-12-2016,Arun S,16,2,14,Yes,0,4.74,Low,Diverse,99.53,1906.22,27,No,44,2.94
4580,01-05-2017,01-05-2005,21,Young,Female,Medium,HR,Fresher,Recycling officer,Terminated,148,Sarah Rogers,Manager,11,12,1,49861.36,2200.54,0,6,18,10,19,Recruiter,1.33,20-04-2021,Layoff,02-07-2024,Thomas G,17,1,15,Yes,2,4.7,Low,Diverse,77.87,3134.28,39,Yes,37,3.97
4581,03-12-2015,26-12-1998,27,Young,Female,High,Finance,Mid Level,"Producer, television/film/video",On Leave,579,Pamela Evans,Director,1,6,3,73370.63,17068.75,3,7,16,9,4,Job Board,2.78,Active Employee,Still Working ,No Promotion ,Arun S,39,0,8,No,0,3.14,Medium,Diverse,70.23,4000.77,9,Yes,47,8.37
4582,22-05-2016,24-12-1975,50,Senior,Female,High,IT,Senior,Field seismologist,On Leave,693,Barbara Davis,Director,9,1,2,98369.39,13672.78,10,7,31,13,18,Walk-in,3.35,Active Employee,Still Working ,15-09-2020,Arun S,39,0,3,Yes,5,3.63,High,Diverse,95.23,3324.47,10,Yes,36,8.11
4583,29-11-2015,10-07-1963,62,Senior,Female,Medium,Sales,Senior,Animal nutritionist,Active,411,Brandon Taylor,Manager,10,5,2,38058.81,9423.59,9,0,54,42,16,Walk-in,1.92,Active Employee,Still Working ,16-03-2023,Patrick,28,5,7,Yes,2,3.03,Low,Non-Diverse,87.94,8333.87,40,No,54,2.1
4584,03-10-2019,20-11-1967,58,Senior,Female,Medium,Finance,Senior,"Doctor, hospital",On Leave,767,Kyle Ali,Manager,18,19,5,61506.73,14114.45,8,0,59,35,4,Recruiter,2.78,Active Employee,Still Working ,No Promotion ,Thomas G,7,5,9,No,4,2.31,Low,Non-Diverse,96.37,5552.73,42,No,45,1.61
4585,03-12-2021,27-05-2005,20,Young,Non-Binary,Medium,HR,Senior,Chartered management accountant,Terminated,610,Jeffrey Mayo,Director,11,8,3,32061.5,17827.76,7,10,49,27,8,Recruiter,4.97,17-03-2024,Resignation,No Promotion ,Patrick,27,2,17,No,1,2.01,Low,Diverse,56.69,7770.7,29,No,34,2.43
4586,14-03-2021,23-04-1976,50,Senior,Male,Medium,Marketing,Fresher,Site engineer,Active,617,Mark Ward,Manager,9,3,3,61558.95,4899.83,2,10,87,45,10,Referral,1.6,Active Employee,Still Working ,13-07-2023,Thomas G,16,0,20,Yes,5,3.43,High,Non-Diverse,81.46,1392.56,38,No,41,2
4587,27-03-2016,18-07-1959,66,Senior,Female,Medium,HR,Mid Level,Software engineer,Terminated,377,Anthony Collins,VP,2,15,4,63278.29,2947.52,3,2,32,26,10,Walk-in,3.29,27-11-2023,Resignation,28-06-2017,Thomas G,18,0,16,Yes,0,2.86,Low,Non-Diverse,64.65,7670.12,53,No,54,5.97
4588,25-11-2016,27-06-1977,48,Senior,Non-Binary,High,Marketing,Fresher,Adult nurse,On Leave,528,Andrew Smith,VP,20,5,5,89379,3302.23,2,4,57,49,1,Job Board,4.21,Active Employee,Still Working ,No Promotion ,Arun S,15,2,7,No,5,4.16,Medium,Non-Diverse,75.44,9864.65,50,No,55,8.32
4589,27-06-2018,20-05-1983,43,Mid Age,Non-Binary,High,HR,Mid Level,Advertising account planner,Active,493,Joan Reed,VP,4,1,4,76790.92,6987.79,3,3,42,23,6,Job Board,3.72,Active Employee,Still Working ,30-07-2018,Thomas G,25,1,15,Yes,4,4.26,High,Diverse,97.64,9125.38,26,No,49,3.96
4590,27-11-2024,29-06-1999,26,Young,Non-Binary,Medium,Sales,Fresher,"Surveyor, building control",Active,786,Sarah Caldwell,VP,4,20,5,39599.63,9402.32,1,6,10,22,19,Recruiter,3.08,Active Employee,Still Working ,No Promotion ,Thomas G,6,0,2,No,1,1.81,Low,Non-Diverse,88.6,4866.47,44,Yes,40,7.88
4591,29-08-2016,03-07-1986,39,Mid Age,Male,Medium,HR,Senior,Advertising copywriter,On Leave,407,Michael Gutierrez,Manager,4,13,1,60056.13,2360.29,9,6,88,44,13,Referral,3.79,Active Employee,Still Working ,12-09-2020,Thomas G,27,0,17,Yes,3,4.93,Medium,Diverse,63.87,5311.99,27,Yes,57,4.66
4592,24-10-2017,13-01-1986,40,Mid Age,Female,High,Marketing,Mid Level,Veterinary surgeon,Active,575,Joann Bates,Director,16,4,3,82371.94,18453.64,5,0,29,36,2,Recruiter,3.24,Active Employee,Still Working ,01-09-2022,Patrick,35,1,13,No,0,1.2,Low,Non-Diverse,90.55,3167.41,46,Yes,57,9.46
4593,11-07-2015,09-03-1999,27,Young,Non-Binary,High,Sales,Fresher,Amenity horticulturist,Terminated,717,James Brown,Director,15,11,5,106495.58,18077.95,1,2,19,37,20,Job Board,3.94,02-12-2019,Layoff,18-10-2024,Arun S,20,2,10,No,5,1.79,High,Non-Diverse,94.87,2007.24,17,Yes,38,6.56
4594,20-02-2021,06-08-1984,41,Mid Age,Female,Medium,HR,Senior,"Engineer, control and instrumentation",Terminated,665,Kenneth Decker DVM,VP,13,10,3,57097.54,7287.07,6,7,63,43,16,Job Board,2.46,28-08-2022,None,03-01-2024,Thomas G,42,1,20,Yes,3,3.71,Medium,Non-Diverse,85.57,7934.07,56,Yes,46,1.14
4595,29-08-2017,12-05-1966,60,Senior,Female,High,Marketing,Mid Level,Primary school teacher,Active,71,Ann Mejia,Director,16,3,4,94185.39,6486.91,5,8,95,11,20,Referral,2.13,Active Employee,Still Working ,11-05-2019,Patrick,27,1,19,Yes,0,1.23,Medium,Diverse,68.49,2917.02,35,No,56,3.89
4596,05-08-2024,25-10-1967,58,Senior,Male,High,IT,Fresher,Paramedic,Active,463,Albert Patterson,Director,8,15,5,101915.31,5535.44,1,5,63,27,14,Job Board,1.77,Active Employee,Still Working ,No Promotion ,Arun S,41,0,4,No,0,1.3,Medium,Diverse,75.35,4753.87,10,No,56,7.13
4597,02-11-2023,26-08-1968,57,Senior,Male,High,Marketing,Senior,"Designer, exhibition/display",Active,609,Erica Ray,Director,9,8,3,112973.81,8269.44,8,7,16,41,10,Referral,2.56,Active Employee,Still Working ,No Promotion ,Arun S,48,1,16,No,0,4.38,Low,Non-Diverse,73.16,1404.77,30,No,52,7.66
4598,15-12-2021,31-12-1994,31,Mid Age,Male,High,Finance,Mid Level,"Engineer, maintenance (IT)",Active,4,Terry Morgan,Manager,12,17,3,118672.87,6015.32,3,6,49,16,7,Recruiter,2.02,Active Employee,Still Working ,No Promotion ,Thomas G,18,2,2,No,3,3.9,High,Diverse,78.53,3982.19,14,No,32,6.63
4599,24-04-2018,21-09-1993,32,Mid Age,Male,High,Marketing,Fresher,Housing manager/officer,Terminated,505,Deborah Berg,Manager,19,12,3,115881.76,14481.3,0,3,18,16,14,Walk-in,4.94,31-08-2019,Layoff,No Promotion ,Patrick,21,0,17,Yes,0,3.86,High,Non-Diverse,61.37,8240.25,16,No,30,3.82
4600,06-12-2020,09-12-2002,23,Young,Non-Binary,High,Finance,Fresher,"Administrator, local government",Terminated,954,Emily Sullivan,VP,4,15,4,108598.64,9407.88,0,8,65,16,6,Walk-in,2.14,10-07-2022,Layoff,15-02-2024,Patrick,35,1,1,Yes,4,4.13,High,Diverse,89.04,5887.14,32,Yes,52,4.71
4601,10-08-2020,22-10-1963,62,Senior,Male,Medium,Marketing,Senior,"Optician, dispensing",Active,851,Matthew Smith,Director,4,7,3,49759.96,19291.49,8,10,33,29,19,Recruiter,1.61,Active Employee,Still Working ,No Promotion ,Thomas G,29,4,14,No,0,4.13,Low,Non-Diverse,60.81,4076.3,22,Yes,32,2.5
4602,06-01-2016,23-03-2003,23,Young,Female,High,Finance,Fresher,"Nurse, children's",Terminated,873,Kaitlyn Ballard,Director,12,7,5,102100.02,19605.43,0,1,67,29,14,Walk-in,2.71,01-11-2018,None,No Promotion ,Arun S,29,2,11,Yes,0,1.64,High,Non-Diverse,82.71,9665.08,53,Yes,38,4.64
4603,23-12-2019,04-08-1959,66,Senior,Male,High,Marketing,Fresher,Fast food restaurant manager,Active,533,Danielle Walker,Director,8,19,5,72223.69,8322.74,2,5,8,46,7,Recruiter,1.08,Active Employee,Still Working ,No Promotion ,Arun S,26,1,0,Yes,3,2.7,High,Diverse,73.15,5876.61,5,No,35,5.48
4604,18-03-2020,08-08-2006,19,Young,Male,High,Marketing,Senior,Arts administrator,Active,362,Amber Smith,Director,4,2,1,109170.51,3185.66,8,8,56,4,17,Referral,1.49,Active Employee,Still Working ,No Promotion ,Thomas G,47,4,18,Yes,2,2.38,Medium,Non-Diverse,62.62,4053.36,28,No,31,8.5
4605,24-08-2021,16-10-1974,51,Senior,Female,Medium,Finance,Mid Level,Private music teacher,On Leave,723,Melissa Moore,VP,3,11,2,47056.54,15576.94,5,3,66,29,6,Job Board,3,Active Employee,Still Working ,No Promotion ,Thomas G,43,5,14,Yes,5,2.95,High,Diverse,96.02,7902.03,27,No,42,9.53
4606,19-10-2015,06-04-1968,58,Senior,Non-Binary,High,Sales,Senior,Trading standards officer,Terminated,504,Natalie Mccullough,VP,6,15,2,73522.01,1430.06,6,3,87,25,11,Walk-in,2.18,05-11-2015,Resignation,17-02-2020,Thomas G,36,0,20,No,4,2.83,High,Non-Diverse,69.59,5185.55,43,Yes,39,8.62
4607,18-12-2020,24-08-1998,27,Young,Non-Binary,Medium,Marketing,Senior,"Nurse, children's",Terminated,868,Julia Perry,VP,12,5,4,64723.07,8418.65,6,6,27,6,5,Job Board,3.7,01-07-2021,None,04-12-2021,Thomas G,45,2,11,No,0,3.22,Medium,Diverse,88.35,8315.42,36,Yes,38,7.85
4608,18-06-2023,12-10-1959,66,Senior,Non-Binary,High,Marketing,Senior,"Surveyor, minerals",Active,46,John Hanson,Manager,9,1,2,111908.44,18272.01,6,3,78,47,16,Recruiter,2.58,Active Employee,Still Working ,24-12-2023,Arun S,16,0,3,No,2,2.24,High,Diverse,52,9447.58,11,Yes,59,4.87
4609,24-10-2018,06-08-1998,27,Young,Male,Medium,Sales,Senior,Research scientist (life sciences),Active,446,Timothy Collins,VP,7,5,2,36566.05,10873.87,9,10,8,0,11,Referral,4.48,Active Employee,Still Working ,No Promotion ,Patrick,36,2,1,Yes,3,3.02,High,Non-Diverse,77.3,7476.17,23,No,42,1.43
4610,09-09-2024,28-02-1989,37,Mid Age,Non-Binary,High,IT,Senior,"Scientist, audiological",Active,215,Matthew Villarreal,Manager,17,10,5,74773.13,366.52,9,0,69,32,7,Walk-in,2.45,Active Employee,Still Working ,31-10-2024,Thomas G,32,0,0,Yes,1,3.47,High,Diverse,58.57,7836.69,30,No,58,2.71
4611,11-09-2020,10-07-2002,23,Young,Non-Binary,Medium,Marketing,Senior,Public house manager,Active,774,Gary Moore,Director,6,4,4,44501.68,814.85,8,3,42,15,12,Referral,2.02,Active Employee,Still Working ,No Promotion ,Patrick,33,3,18,No,1,4.45,Low,Non-Diverse,79.76,6169.87,44,Yes,33,5.85
4612,13-08-2016,11-06-2006,19,Young,Female,High,IT,Senior,"Engineer, mining",Terminated,273,Dr. Erik Joyce,Director,9,12,3,80972.22,14076.33,6,1,69,45,7,Walk-in,2.63,25-12-2017,Retirement,28-12-2024,Arun S,37,2,7,Yes,3,1.44,Medium,Non-Diverse,95.17,8241.97,9,No,36,2.12
4613,29-11-2017,10-01-2001,25,Young,Male,Medium,Finance,Senior,Tourist information centre manager,Active,523,Christopher Buckley,Manager,6,10,4,67194.96,17270.48,8,5,22,33,7,Recruiter,3.05,Active Employee,Still Working ,No Promotion ,Patrick,46,0,8,Yes,1,4.16,Medium,Non-Diverse,86.4,1127.79,34,Yes,41,5.48
4614,14-11-2023,31-03-1990,36,Mid Age,Female,High,HR,Mid Level,Passenger transport manager,Terminated,889,Ashley Johnson,Manager,19,14,5,112493.79,2136.37,3,5,69,30,15,Recruiter,2.66,26-12-2023,None,18-11-2024,Thomas G,16,3,16,Yes,0,3.13,Low,Non-Diverse,74.27,2398.47,8,Yes,49,7.95
4615,23-01-2017,20-01-1982,44,Mid Age,Female,Medium,Marketing,Senior,"Doctor, hospital",On Leave,815,Michael Robinson,VP,0,17,2,64499.46,18364.85,7,7,35,3,20,Walk-in,3.65,Active Employee,Still Working ,31-10-2021,Patrick,21,4,15,Yes,5,3.65,Medium,Non-Diverse,76.7,5629.17,30,Yes,46,6.49
4616,19-04-2018,29-07-2000,25,Young,Female,High,Sales,Fresher,Colour technologist,On Leave,981,Courtney Camacho,Director,8,17,2,104061.64,6402.66,0,9,33,16,19,Walk-in,3.02,Active Employee,Still Working ,16-10-2023,Arun S,9,0,2,No,0,3.07,High,Non-Diverse,87.13,8431.19,56,Yes,49,9.5
4617,03-05-2016,19-07-1961,64,Senior,Male,Medium,HR,Fresher,Education administrator,On Leave,134,John Smith,VP,5,18,1,49711.11,1716.59,2,4,32,33,5,Job Board,2.89,Active Employee,Still Working ,22-11-2016,Thomas G,31,4,2,Yes,0,1.14,High,Diverse,55.81,2395.97,31,No,58,4.63
4618,16-02-2022,15-03-1988,38,Mid Age,Female,High,HR,Fresher,Amenity horticulturist,Active,410,Christina Mckinney,VP,13,10,1,117635.15,6564.71,2,1,89,14,20,Referral,3.47,Active Employee,Still Working ,02-12-2023,Patrick,48,2,4,Yes,2,4.1,Medium,Non-Diverse,85.29,1327.21,6,Yes,42,4.42
4619,13-06-2022,12-08-1999,26,Young,Female,High,Sales,Senior,"Accountant, chartered public finance",Active,857,Stephen Nunez,Manager,20,16,4,85137.23,7509.16,8,3,18,21,2,Recruiter,2.7,Active Employee,Still Working ,No Promotion ,Arun S,38,2,3,No,5,2.95,Medium,Non-Diverse,77.99,5104.78,34,No,35,6.44
4620,01-02-2016,16-04-1989,37,Mid Age,Non-Binary,High,Marketing,Senior,Television camera operator,On Leave,31,Lauren Patterson,Manager,11,17,1,95253.22,17011.6,7,0,17,12,16,Recruiter,3.03,Active Employee,Still Working ,No Promotion ,Patrick,48,5,1,Yes,5,2.34,Low,Diverse,76.26,5037.69,9,Yes,57,5.28
4621,18-04-2021,17-10-1994,31,Mid Age,Non-Binary,Medium,IT,Senior,Chartered certified accountant,On Leave,136,Robert Garrett,Director,14,0,2,43927.49,12239.59,10,7,40,34,8,Job Board,4.64,Active Employee,Still Working ,No Promotion ,Arun S,21,2,6,No,1,2.07,Low,Diverse,76.19,4700.22,51,No,50,2
4622,01-04-2016,09-07-1968,57,Senior,Female,Medium,HR,Senior,Dispensing optician,Terminated,168,Lori Kim,VP,5,9,4,39369.62,3599.25,8,8,56,27,1,Job Board,4.6,01-09-2018,Retirement,No Promotion ,Thomas G,46,1,13,Yes,2,2,Medium,Non-Diverse,75.82,8804.45,9,Yes,32,5.76
4623,21-08-2024,14-12-1995,30,Mid Age,Female,Medium,HR,Fresher,"Surveyor, quantity",Terminated,232,Roger Forbes,Manager,9,17,4,69042.07,19348.92,2,6,0,15,14,Walk-in,2.86,04-01-2025,None,13-01-2025,Arun S,15,5,0,Yes,4,2.65,Medium,Diverse,98.43,5496.23,26,Yes,50,9.56
4624,05-02-2018,29-07-1974,51,Senior,Female,Medium,HR,Mid Level,"Production assistant, radio",Terminated,875,Diane Fisher,VP,12,7,2,48714.53,13707.7,4,6,64,14,0,Job Board,2.39,23-12-2019,Layoff,25-03-2022,Thomas G,17,5,16,Yes,5,2.14,High,Non-Diverse,82.49,7303.53,52,Yes,44,4.31
4625,20-10-2019,17-09-1997,28,Young,Female,High,IT,Senior,"Social research officer, government",On Leave,731,Joshua Ramirez,Manager,12,13,4,105496.07,19578.19,9,8,52,42,18,Walk-in,1.61,Active Employee,Still Working ,No Promotion ,Arun S,45,2,5,No,4,2.21,Low,Non-Diverse,97.83,1366.41,12,Yes,53,5.45
